Column1;;;;;;;;;;
"Reviewed on 22 November 2010. Much thanks to 'brewseum' for sending this one! He drove waaay out of his way to obtain this one.		I drank this right out of the package that came 15 minutes ago. Split between two standard snifters and shared with a family member. Temperature is between 45 and 50F, 1-finger head reduces to a pretty film, lacing is runny. Color is slightly cloudy deep orange.		Wow, the alcohol is HOT on this beer! Reminds me of the hotness of DFH 120 minute, begging the question -- would this [IPA] age well at 12%? The beer is dry-hopped for 29 days with 10 varieties of hops, and ends up with 112 IBUs. Awesome. The carbonation is a little heavier than I would expect a 12% beer. Aroma is.... malty. Heavy, alcoholic malts. Taste? Heavy, alcoholic malts. Very bitter. It may sound like I'm beating down on this beer, but sipping this like a port wine makes this much more enjoyable. Yeah, maybe I could sit for a few more minutes to sip and sniff this beer, but guessing ingredients would be a dart throw, and I never win cricket. I think I'll try to cellar one of these after sending the rest to share with my friends. I'd like to see if flavors develop and alcohol loses bite. It may seem like my score is low, but I enjoyed this beer.";;;;;;;;;;
Bomber aged well over a year. Pours black with a large, thick, nearly charred oak colored head. Decent retention and some lacing left behind after dwindling down to a ring of a fine bubbles around the edge of the glass. Aromas of dark fruits (prunes, figs, raisin) mesh with earthy and herbal tobacco leaves. Layers of roastiness and chocolate liqueur also waft up. The taste brings the same load of succulent dark fruits up front, plus some concord grapes. Some of the herbal and tobacco notes add complexity on the midpalate before the finish brings out a bittersweet cocoa, cookies and biscuits, and some warming and herbal liqueur. Full bodied, slick, with a moderate yet fine carbonation. The taste both intense and outstanding, with remarkable drinkability for such a full flavored brew. One of the best Russian Imperial Stouts on the market, and better than most of the hyped up limited releases.;;;;;;;;;;
Pours a three finger off-white head that fades slowly and leaves a little lace. Clear amber color. Good carbonation and medium bodied. Malty nose. Flavor is sweet malty with hints of molasses, unusual red. $4.45 for a 500ml bottle from Colonial Spirits Acton, Ma.;;;;;;;;;;
"Here's an unusual beer. 500lbs of raspberries were used to produce this fruit lambic-like beer. Has a murky light strawberry colour to it with a thin pink lace -- like a wine cooler. Clean nose, soft-raspberry aroma and a touch of fruity candy. Strong wheat flavour, crisp, tart and puckering with huge raspberry flavours and a limey / salty citrus bite.		A bit one-dimensional (a fruit overload on the senses), but extremely interesting. Kudos to the brewer for making something so outrageous.";;;;;;;;;;
"[Best served in a Pint galss]		Poured a deep rich black with a large light brown frothy head that lasted about 3/4 of the way though the glass and produced some really excellent lacing. The aroma was strong of burnt dark chocolate malts, a medium leathery yeast with notes of roasted coffee, molasses, some chared oak and a mild dose of bourbon with a hint of vanilla. It tasted, (WOW) pretty awesome with a nice bitter coffee flavor from the onset and then slowly maturing into a nice chocolate, molasses, coffee medley with an ever so slight whiskey finish. Mouthfeel was kind of bold but not as full as I would have thought, more medium than full in body. The texture was absolutly smooth and creamy with a flat carbonation. Overall an outstanding stout, although I would have like a little more body and a tad more of the bourbon flavor.";;;;;;;;;;
"On cask: Dry hopped with Cascade		This offering pours a cloudy dark maroon with hardly any visable light. It leaves a creamy thick tan head that stays with this brew. The smell is fantastic fresh earthy hops like taking a big breath of a hand full of hops. The taste starts smooth with hop bitterness balanced by a creamy, caramel, mouthfeel that finishes sweet with a herbal presence. This is a another solid offering from the CBC.";;;;;;;;;;
"Had on tap at Redbones. Thanks to fellow BA's for posting that it was being served there!!		A: Jet black pour with 1/2 inch dark tan head. Nice lacing.		A: Incredible blend of choc, roast, malt, maple syrup, molasses and vanilla. 		T: Taste is same as aroma but with a little alcohol (well-hidden for 9%) and some hops in the backend. The amazing thing is how all the flavors combine together. It's just a 'big' blend of all the flavors with none really dominating!		M: absolutely smooth and creamy with just the right amount of body. I've always felt that Kate the Great was one of smoothest stouts I've had--this one is right there with it. 		D: see above. The smoothness and the well-hidden alcohol make this very drinkable.		This was a fantastic drinking experience. A true standout beer. They need to start bottling this stuff!";;;;;;;;;;
"The pour is golden with a hint of red. Not much head and could be mistaken for a flat beer.		Smelling this makes me think I'm about to eat some grapefruit. My mouth is salivating at the thought.		It seems that this beer has 3 distinct sections, Pine Hops, Malt, and Citrus Hops. The pine is very subtle and leads to a chalky malt middle. The finish is the best as the aftertaste is bitter grapefruit. I wouldn't say that the flavors blend incredibly well but the sum of them is pleasant.		This beer is medium to full bodied and finishes a touch dry, more dry feeling for a DIPA.		Drinking this is pretty easy for a double and hides the 9%+ pretty well. This is good.";;;;;;;;;;
"Pours a clear, well carbonated amber, with a two finger rocky off-white head.	Citrus hop aroma covering toasted biscuit. Floral note.	Nicely bittered citrus taste, lemon and grapefruit - zest like. Toasted biscuit, bit of a light caramel note.	Medium bodied, smooth.	Very pleasant to drink session beer.";;;;;;;;;;
"OK, OK, I know the style doesn't really exist, but the bottle says Triple IPA on it. It's too bad there's no freshness date on this - I'm curious to know how much time it's had in the bottle. More on that later, I suppose. First things first! Thanks OHLRangers for the opportunity to try this one out! I'd never have guessed that I wanted it until you sent it to me!		It's sort of like... A cross between an American Barleywine and an English one, at this point. But... Maybe that's 'cause it's not really young. Um. What I mean is that I don't get a lot of hop nose, here, and that makes me think it's been aged at least a few months. Which is fine - it comes out at more of a barleywine - but weird with the style name. See?		So, it has the residual sweetness of an English B'wine and the hop bitterness of a 'Merican one. Smooth and easy to drink! Good thing I've only got this one :) Wait. Bummer, I've only got this one :(";;;;;;;;;;
"I bought this at a liquor store near my home in Maine, 12 pack for $14 yikes, very expensive for what it was. the appear was a plain yellow, the smell was light and nearly non-existent. The taste was light and somewhat crisp, considering the lack of smell. A little too much carbonation for me, but the drinkability was very good considering the amount of carbonation. 		I'd drink it again, but it would need to be cheaper or I would have to be disparate.";;;;;;;;;;
"(Note: This is one of the new canned versions. If this were the bottle, it would be much lower, sadly)		Ah, the original pale lager. For years it's languished away in green bottles, but now it's available in 16oz cans. I've enjoyed in on tap for some time, but have avoided those green bottles like the plague. The only time I've had it in one, it was pretty much a Heineken clone.	Pours a wonderful golden color. Not too light or greenish - just liquid gold.	Smell is of floral noble hops, grain, and lager yeast. No off smells at all, which for an imported pils isn't something you encounter every day.	Taste starts off sweet and creamy, and finishes with floral hops. Not too bitter, actually, just a nice flavor. Some other Czech brews (and German ones, too) have a hoppier bite - but this one is shockingly balanced and goes down almost too easy.	It's creamy and thick, but still makes for a great all-year beer. 	Scrap the green bottles - these new cans provide a fresh taste that I really enjoy. Up there with Bitburger as far as imported pils goes.";;;;;;;;;;
"A: It's clear red in color; there's a small bit of pink head and not much visible carbonation.";S: There are faint aromas of cherries in the nose.;"T: There is a great balance between sweet and tart flavors; the tartness of the cherries really stands out but isn't overpowering because of the strong presence of sweetness from the malts. The cherries don't taste as sweet as Lindemans Kriek and the fruity flavor seems more natural.";M: It feels light- to medium-bodied on the palate and a little bubbly.;D: The beer is definitely easy to drink and goes down smoothly. It's a pretty good beer for this particular style.;;;;;;
